Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Existing bioinformatics tools for the quantitation of post-translational modifications.,/pubmed/20473535,Allmer J.,Amino Acids. 2012 Jan;42(1):129-38. doi: 10.1007/s00726-010-0614-3. Epub 2010 May 15. Review.,Amino Acids.  2012,PubMed,citation,PMID:20473535,pubmed,20473535,create date:2010/05/18 | first author:Allmer J
A systematic analysis of eluted fraction of plasma post immunoaffinity depletion: implications in biomarker discovery.,/pubmed/21931718,"Yadav AK, Bhardwaj G, Basak T, Kumar D, Ahmad S, Priyadarshini R, Singh AK, Dash D, Sengupta S.",PLoS One. 2011;6(9):e24442. doi: 10.1371/journal.pone.0024442. Epub 2011 Sep 7.,PLoS One.  2011,PubMed,citation,PMID:21931718 | PMCID:PMC3168506,pubmed,21931718,create date:2011/09/21 | first author:Yadav AK
Evolutionary biology. Preparing the ground for a modern 'tree of life'.,/pubmed/11557858,Pennisi E.,Science. 2001 Sep 14;293(5537):1979-80. No abstract available. ,Science.  2001,PubMed,citation,PMID:11557858,pubmed,11557858,create date:2001/09/15 | first author:Pennisi E
Protein sub-cellular localisation prediction by analysis of short-range residue correlations.,/pubmed/18048156,"Guo J, Lin Y, Sun Z.",Int J Bioinform Res Appl. 2006;2(2):105-18.,Int J Bioinform Res Appl.  2006,PubMed,citation,PMID:18048156,pubmed,18048156,create date:2007/12/01 | first author:Guo J
Statistical contributions to molecular biology.,/pubmed/11889708,"Lazaridis EN, Bloom GC.",Methods Mol Biol. 2002;184:1-14. Review. No abstract available. ,Methods Mol Biol.  2002,PubMed,citation,PMID:11889708,pubmed,11889708,create date:2002/03/14 | first author:Lazaridis EN
SKINK: a web server for string kernel based kink prediction in α-helices.,/pubmed/24532729,"Seifert T, Lund A, Kneissl B, Mueller SC, Tautermann CS, Hildebrandt A.",Bioinformatics. 2014 Jun 15;30(12):1769-70. doi: 10.1093/bioinformatics/btu096. Epub 2014 Feb 14.,Bioinformatics.  2014,PubMed,citation,PMID:24532729,pubmed,24532729,create date:2014/02/18 | first author:Seifert T
[Application of bioinformatics tools in analysis of differentially expressed genes in oral submucosal fibrosis].,/pubmed/18788553,"Hu YJ, Jian XC, Liu BJ, Peng JY.",Zhonghua Kou Qiang Yi Xue Za Zhi. 2008 Mar;43(3):168-71. Chinese. ,Zhonghua Kou Qiang Yi Xue Za Zhi.  2008,PubMed,citation,PMID:18788553,pubmed,18788553,create date:2008/09/16 | first author:Hu YJ
Genome-wide identification of specific oligonucleotides using artificial neural network and computational genomic analysis.,/pubmed/17518996,"Liu CC, Lin CC, Li KC, Chen WS, Chen JC, Yang MT, Yang PC, Chang PC, Chen JJ.",BMC Bioinformatics. 2007 May 22;8:164.,BMC Bioinformatics.  2007,PubMed,citation,PMID:17518996 | PMCID:PMC1892811,pubmed,17518996,create date:2007/05/24 | first author:Liu CC
Proteome cataloging and relative quantification of Francisella tularensis tularensis strain Schu4 in 2D PAGE using preparative isoelectric focusing.,/pubmed/17658781,"Waldo RH, Cummings ED, Sarva ST, Brown JM, Lauriano CM, Rose LA, Belland RJ, Klose KE, Hilliard GM.",J Proteome Res. 2007 Sep;6(9):3484-90. Epub 2007 Jul 21.,J Proteome Res.  2007,PubMed,citation,PMID:17658781,pubmed,17658781,create date:2007/07/31 | first author:Waldo RH
A novel method for mining highly imbalanced high-throughput screening data in PubChem.,/pubmed/19825798,"Li Q, Wang Y, Bryant SH.",Bioinformatics. 2009 Dec 15;25(24):3310-6. doi: 10.1093/bioinformatics/btp589. Epub 2009 Oct 13.,Bioinformatics.  2009,PubMed,citation,PMID:19825798 | PMCID:PMC2788930,pubmed,19825798,create date:2009/10/15 | first author:Li Q
Streaming support for data intensive cloud-based sequence analysis.,/pubmed/23710461,"Issa SA, Kienzler R, El-Kalioby M, Tonellato PJ, Wall D, Bruggmann R, Abouelhoda M.",Biomed Res Int. 2013;2013:791051. doi: 10.1155/2013/791051. Epub 2013 Apr 24.,Biomed Res Int.  2013,PubMed,citation,PMID:23710461 | PMCID:PMC3655485,pubmed,23710461,create date:2013/05/28 | first author:Issa SA
"Bioinformatics education in high school: implications for promoting science, technology, engineering, and mathematics careers.",/pubmed/24006393,"Kovarik DN, Patterson DG, Cohen C, Sanders EA, Peterson KA, Porter SG, Chowning JT.",CBE Life Sci Educ. 2013 Fall;12(3):441-59. doi: 10.1187/cbe.12-11-0193.,CBE Life Sci Educ.  2013,PubMed,citation,PMID:24006393 | PMCID:PMC3763012,pubmed,24006393,create date:2013/09/06 | first author:Kovarik DN
Heterogeneity in vaccine immune response: the role of immunogenetics and the emerging field of vaccinomics.,/pubmed/17971814,"Poland GA, Ovsyannikova IG, Jacobson RM, Smith DI.",Clin Pharmacol Ther. 2007 Dec;82(6):653-64. Epub 2007 Oct 31. Review.,Clin Pharmacol Ther.  2007,PubMed,citation,PMID:17971814,pubmed,17971814,create date:2007/11/01 | first author:Poland GA
The promise of personalized medicine: a conversation with Michael Svinte. Interview by Michael Millenson.,/pubmed/16478734,Svinte M.,Health Aff (Millwood). 2006 Mar-Apr;25(2):w54-60. Epub 2006 Feb 14.,Health Aff (Millwood).  2006,PubMed,citation,PMID:16478734,pubmed,16478734,create date:2006/02/16 | first author:Svinte M
Points of view: Data exploration.,/pubmed/22312636,"Shoresh N, Wong B.",Nat Methods. 2012 Jan;9(1):5. No abstract available. ,Nat Methods.  2012,PubMed,citation,PMID:22312636,pubmed,22312636,create date:2012/02/09 | first author:Shoresh N
"Proceedings of the 2009 International Conference on Intelligent Computing (ICIC). September 16–19, 2009. Ulsan, Korea.",/pubmed/21174379,[No authors listed],Protein Pept Lett. 2010 Sep;17(9):1067-181. No abstract available. ,Protein Pept Lett.  2010,PubMed,citation,PMID:21174379,pubmed,21174379,create date:2010/12/22
Ten simple rules for reproducible computational research.,/pubmed/24204232,"Sandve GK, Nekrutenko A, Taylor J, Hovig E.",PLoS Comput Biol. 2013 Oct;9(10):e1003285. doi: 10.1371/journal.pcbi.1003285. Epub 2013 Oct 24. No abstract available. ,PLoS Comput Biol.  2013,PubMed,citation,PMID:24204232 | PMCID:PMC3812051,pubmed,24204232,create date:2013/11/10 | first author:Sandve GK
"From metaphor to practices: The introduction of ""information engineers"" into the first DNA sequence database.",/pubmed/21789956,García-Sancho M.,Hist Philos Life Sci. 2011;33(1):71-104.,Hist Philos Life Sci.  2011,PubMed,citation,PMID:21789956,pubmed,21789956,create date:2011/07/28 | first author:García-Sancho M
Clustering of giant virus-DNA based on variations in local entropy.,/pubmed/24887142,"Bose R, Thiel G, Hamacher K.",Viruses. 2014 May 30;6(6):2259-67. doi: 10.3390/v6062259.,Viruses.  2014,PubMed,citation,PMID:24887142 | PMCID:PMC4074927,pubmed,24887142,create date:2014/06/03 | first author:Bose R
Weighted-support vector machines for predicting membrane protein types based on pseudo-amino acid composition.,/pubmed/15314209,"Wang M, Yang J, Liu GP, Xu ZJ, Chou KC.",Protein Eng Des Sel. 2004 Jun;17(6):509-16. Epub 2004 Aug 16.,Protein Eng Des Sel.  2004,PubMed,citation,PMID:15314209,pubmed,15314209,create date:2004/08/18 | first author:Wang M
NextClip: an analysis and read preparation tool for Nextera Long Mate Pair libraries.,/pubmed/24297520,"Leggett RM, Clavijo BJ, Clissold L, Clark MD, Caccamo M.",Bioinformatics. 2014 Feb 15;30(4):566-8. doi: 10.1093/bioinformatics/btt702. Epub 2013 Dec 2.,Bioinformatics.  2014,PubMed,citation,PMID:24297520 | PMCID:PMC3928519,pubmed,24297520,create date:2013/12/04 | first author:Leggett RM
Error-correcting properties of the SOLiD Exact Call Chemistry.,/pubmed/22726842,"Massingham T, Goldman N.",BMC Bioinformatics. 2012 Jun 22;13:145. doi: 10.1186/1471-2105-13-145.,BMC Bioinformatics.  2012,PubMed,citation,PMID:22726842 | PMCID:PMC3464616,pubmed,22726842,create date:2012/06/26 | first author:Massingham T
Combining P values to improve classification of differential gene expression in the HTself software.,/pubmed/22180073,"Cortez DA, Tonon AP, Colepicolo P, Vêncio RZ.",Genet Mol Res. 2011 Dec 5;10(4):3586-95. doi: 10.4238/2011.December.5.5.,Genet Mol Res.  2011,PubMed,citation,PMID:22180073,pubmed,22180073,create date:2011/12/20 | first author:Cortez DA
Speeding up HMM algorithms for genetic linkage analysis via chain reductions of the state space.,/pubmed/19477987,"Geiger D, Meek C, Wexler Y.",Bioinformatics. 2009 Jun 15;25(12):i196-203. doi: 10.1093/bioinformatics/btp224.,Bioinformatics.  2009,PubMed,citation,PMID:19477987 | PMCID:PMC2687978,pubmed,19477987,create date:2009/05/30 | first author:Geiger D
"DivergentSet, a tool for picking non-redundant sequences from large sequence collections.",/pubmed/16769708,"Widmann J, Hamady M, Knight R.",Mol Cell Proteomics. 2006 Aug;5(8):1520-32. Epub 2006 Jun 11.,Mol Cell Proteomics.  2006,PubMed,citation,PMID:16769708,pubmed,16769708,create date:2006/06/14 | first author:Widmann J
[Sequence of Escherichia coli O138 O-antigen gene cluster and gne identification by bioinformatics].,/pubmed/16110955,"Kong QK, Cheng JS, Zhao G, Wang L, Guo HJ.",Wei Sheng Wu Xue Bao. 2004 Dec;44(6):756-60. Chinese. ,Wei Sheng Wu Xue Bao.  2004,PubMed,citation,PMID:16110955,pubmed,16110955,create date:2005/08/23 | first author:Kong QK
Fast quantum search algorithms in protein sequence comparisons: quantum bioinformatics.,/pubmed/11102126,Hollenberg LC.,Phys Rev E Stat Phys Plasmas Fluids Relat Interdiscip Topics. 2000 Nov;62(5 Pt B):7532-5.,Phys Rev E Stat Phys Plasmas Fluids Relat Interdiscip Topics.  2000,PubMed,citation,PMID:11102126,pubmed,11102126,create date:2000/12/02 | first author:Hollenberg LC
Proteomics strategies for protein identification.,/pubmed/15680968,"Resing KA, Ahn NG.",FEBS Lett. 2005 Feb 7;579(4):885-9. Review.,FEBS Lett.  2005,PubMed,citation,PMID:15680968,pubmed,15680968,create date:2005/02/01 | first author:Resing KA
Reproducing the manual annotation of multiple sequence alignments using a SVM classifier.,/pubmed/19770262,"Blouin C, Perry S, Lavell A, Susko E, Roger AJ.",Bioinformatics. 2009 Dec 1;25(23):3093-8. doi: 10.1093/bioinformatics/btp552. Epub 2009 Sep 21.,Bioinformatics.  2009,PubMed,citation,PMID:19770262 | PMCID:PMC2778337,pubmed,19770262,create date:2009/09/23 | first author:Blouin C
Data deposition and annotation at the worldwide protein data bank.,/pubmed/19082769,"Dutta S, Burkhardt K, Young J, Swaminathan GJ, Matsuura T, Henrick K, Nakamura H, Berman HM.",Mol Biotechnol. 2009 May;42(1):1-13. doi: 10.1007/s12033-008-9127-7. Epub 2008 Dec 10. Review.,Mol Biotechnol.  2009,PubMed,citation,PMID:19082769,pubmed,19082769,create date:2008/12/17 | first author:Dutta S
"The 6(th) East Midlands Proteomics Workshop supported by the BSPR and BMSS 14 November 2007, Nottingham, UK.",/pubmed/18384108,"Layfield R, Matharoo-Ball B.",Proteomics. 2008 May;8(9):1754-5. doi: 10.1002/pmic.200701137.,Proteomics.  2008,PubMed,citation,PMID:18384108,pubmed,18384108,create date:2008/04/04 | first author:Layfield R
New analytical tools for studying autoimmune diseases.,/pubmed/17073672,"Kalbas M, Lueking A, Kowald A, Muellner S.",Curr Pharm Des. 2006;12(29):3735-42. Review.,Curr Pharm Des.  2006,PubMed,citation,PMID:17073672,pubmed,17073672,create date:2006/11/01 | first author:Kalbas M
Deciphering metabolic networks.,/pubmed/12581198,"Fiehn O, Weckwerth W.",Eur J Biochem. 2003 Feb;270(4):579-88. Review.,Eur J Biochem.  2003,PubMed,citation,PMID:12581198,pubmed,12581198,create date:2003/02/13 | first author:Fiehn O
Challenges for biomedical informatics and pharmacogenomics.,/pubmed/11807167,"Altman RB, Klein TE.",Annu Rev Pharmacol Toxicol. 2002;42:113-33. Review.,Annu Rev Pharmacol Toxicol.  2002,PubMed,citation,PMID:11807167,pubmed,11807167,create date:2002/01/25 | first author:Altman RB
In silico tools for the analysis of antibiotic biosynthetic pathways.,/pubmed/24631213,Weber T.,Int J Med Microbiol. 2014 May;304(3-4):230-5. doi: 10.1016/j.ijmm.2014.02.001. Epub 2014 Feb 19. Review.,Int J Med Microbiol.  2014,PubMed,citation,PMID:24631213,pubmed,24631213,create date:2014/03/19 | first author:Weber T
Path: a tool to facilitate pathway-based genetic association analysis.,/pubmed/19628508,"Zamar D, Tripp B, Ellis G, Daley D.",Bioinformatics. 2009 Sep 15;25(18):2444-6. doi: 10.1093/bioinformatics/btp431. Epub 2009 Jul 23.,Bioinformatics.  2009,PubMed,citation,PMID:19628508 | PMCID:PMC2735673,pubmed,19628508,create date:2009/07/25 | first author:Zamar D
Exploring phenotype-associated modules in an oral cavity tumor using an integrated framework.,/pubmed/19181684,"Sun Z, Luo J, Zhou Y, Luo J, Liu K, Li W.",Bioinformatics. 2009 Mar 15;25(6):795-800. doi: 10.1093/bioinformatics/btp057. Epub 2009 Jan 29.,Bioinformatics.  2009,PubMed,citation,PMID:19181684,pubmed,19181684,create date:2009/02/03 | first author:Sun Z
Journal club. A computational biologist looks at how mRNA length changes during development.,/pubmed/19907454,Blelloch R.,Nature. 2009 Nov 12;462(7270):141. doi: 10.1038/462141e. No abstract available. ,Nature.  2009,PubMed,citation,PMID:19907454,pubmed,19907454,create date:2009/11/13 | first author:Blelloch R
Genome-wide computational identification of bicistronic mRNA in humans.,/pubmed/22945903,"Lu Y, Zhang Y, Hang X, Qu W, Lubec G, Chen C, Zhang C.",Amino Acids. 2013 Feb;44(2):597-606. doi: 10.1007/s00726-012-1380-1. Epub 2012 Sep 4.,Amino Acids.  2013,PubMed,citation,PMID:22945903,pubmed,22945903,create date:2012/09/05 | first author:Lu Y
Technologies for the study of gene and protein expression in Plasmodium.,/pubmed/11839177,Carucci DJ.,Philos Trans R Soc Lond B Biol Sci. 2002 Jan 29;357(1417):13-6.,Philos Trans R Soc Lond B Biol Sci.  2002,PubMed,citation,PMID:11839177 | PMCID:PMC1692922,pubmed,11839177,create date:2002/02/13 | first author:Carucci DJ
Clement Kent.,/pubmed/19180702,Kent C.,Curr Biol. 2009 Jan 27;19(2):R54-5. No abstract available. ,Curr Biol.  2009,PubMed,citation,PMID:19180702,pubmed,19180702,create date:2009/01/31 | first author:Kent C
Network-based drug ranking and repositioning with respect to DrugBank therapeutic categories.,/pubmed/24407295,"Re M, Valentini G.",IEEE/ACM Trans Comput Biol Bioinform. 2013 Nov-Dec;10(6):1359-71. doi: 10.1109/TCBB.2013.62.,IEEE/ACM Trans Comput Biol Bioinform.  2013,PubMed,citation,PMID:24407295,pubmed,24407295,create date:2014/01/11 | first author:Re M
Accelerated multiplicative updates and hierarchical ALS algorithms for nonnegative matrix factorization.,/pubmed/22168561,"Gillis N, Glineur F.",Neural Comput. 2012 Apr;24(4):1085-105. doi: 10.1162/NECO_a_00256. Epub 2011 Dec 14.,Neural Comput.  2012,PubMed,citation,PMID:22168561,pubmed,22168561,create date:2011/12/16 | first author:Gillis N
Construction of a nasopharyngeal carcinoma 2D/MS repository with Open Source XML database--Xindice.,/pubmed/16403238,"Li F, Li M, Xiao Z, Zhang P, Li J, Chen Z.",BMC Bioinformatics. 2006 Jan 11;7:13.,BMC Bioinformatics.  2006,PubMed,citation,PMID:16403238 | PMCID:PMC1351203,pubmed,16403238,create date:2006/01/13 | first author:Li F
Position specific variation in the rate of evolution in transcription factor binding sites.,/pubmed/12946282,"Moses AM, Chiang DY, Kellis M, Lander ES, Eisen MB.",BMC Evol Biol. 2003 Aug 28;3:19. Epub 2003 Aug 28.,BMC Evol Biol.  2003,PubMed,citation,PMID:12946282 | PMCID:PMC212491,pubmed,12946282,create date:2003/08/30 | first author:Moses AM
A PATO-compliant zebrafish screening database (MODB): management of morpholino knockdown screen information.,/pubmed/18179718,"Knowlton MN, Li T, Ren Y, Bill BR, Ellis LB, Ekker SC.",BMC Bioinformatics. 2008 Jan 7;9:7. doi: 10.1186/1471-2105-9-7.,BMC Bioinformatics.  2008,PubMed,citation,PMID:18179718 | PMCID:PMC2221974,pubmed,18179718,create date:2008/01/09 | first author:Knowlton MN
The BioPAX community standard for pathway data sharing.,/pubmed/20829833,"Demir E, Cary MP, Paley S, Fukuda K, Lemer C, Vastrik I, Wu G, D'Eustachio P, Schaefer C, Luciano J, Schacherer F, Martinez-Flores I, Hu Z, Jimenez-Jacinto V, Joshi-Tope G, Kandasamy K, Lopez-Fuentes AC, Mi H, Pichler E, Rodchenkov I, Splendiani A, Tkachev S, et al.","Nat Biotechnol. 2010 Sep;28(9):935-42. doi: 10.1038/nbt.1666. Epub 2010 Sep 9. Erratum in: Nat Biotechnol. 2010 Dec;28(12):1308.  Nat Biotechnol. 2012 Apr;30(4):365. Reubenacker, Oliver [corrected to Ruebenacker, Oliver]. ",Nat Biotechnol.  2010,PubMed,citation,PMID:20829833 | PMCID:PMC3001121,pubmed,20829833,create date:2010/09/11 | first author:Demir E
On nonnegative matrix factorization algorithms for signal-dependent noise with application to electromyography data.,/pubmed/24684448,"Devarajan K, Cheung VC.",Neural Comput. 2014 Jun;26(6):1128-68. doi: 10.1162/NECO_a_00576. Epub 2014 Mar 31.,Neural Comput.  2014,PubMed,citation,PMID:24684448 | PMCID:PMC5548326,pubmed,24684448,create date:2014/04/02 | first author:Devarajan K
XML schemas for common bioinformatic data types and their application in workflow systems.,/pubmed/17087823,"Seibel PN, Krüger J, Hartmeier S, Schwarzer K, Löwenthal K, Mersch H, Dandekar T, Giegerich R.",BMC Bioinformatics. 2006 Nov 6;7:490.,BMC Bioinformatics.  2006,PubMed,citation,PMID:17087823 | PMCID:PMC2001303,pubmed,17087823,create date:2006/11/08 | first author:Seibel PN
Ten simple rules for internship in a pharmaceutical company.,/pubmed/24811706,Chen B.,PLoS Comput Biol. 2014 May 8;10(5):e1003600. doi: 10.1371/journal.pcbi.1003600. eCollection 2014 May. No abstract available. ,PLoS Comput Biol.  2014,PubMed,citation,PMID:24811706 | PMCID:PMC4014388,pubmed,24811706,create date:2014/05/09 | first author:Chen B
"Computer Methods, Part A. Preface.",/pubmed/19216920,"Johnson ML, Brand L.",Methods Enzymol. 2009;454:xv. doi: 10.1016/S0076-6879(08)03820-2. No abstract available. ,Methods Enzymol.  2009,PubMed,citation,PMID:19216920,pubmed,19216920,create date:2009/02/17 | first author:Johnson ML
"Analysis, biomedicine, collaboration, and determinism challenges and guidance: wish list for biopharmaceuticals on the interface of computing and statistics.",/pubmed/22023682,Goodman AF.,J Biopharm Stat. 2011 Nov;21(6):1140-57. doi: 10.1080/10543406.2011.613361. Review.,J Biopharm Stat.  2011,PubMed,citation,PMID:22023682,pubmed,22023682,create date:2011/10/26 | first author:Goodman AF
H-InvDB in 2009: extended database and data mining resources for human genes and transcripts.,/pubmed/19933760,"Yamasaki C, Murakami K, Takeda J, Sato Y, Noda A, Sakate R, Habara T, Nakaoka H, Todokoro F, Matsuya A, Imanishi T, Gojobori T.",Nucleic Acids Res. 2010 Jan;38(Database issue):D626-32. doi: 10.1093/nar/gkp1020. Epub 2009 Nov 23.,Nucleic Acids Res.  2010,PubMed,citation,PMID:19933760 | PMCID:PMC2808976,pubmed,19933760,create date:2009/11/26 | first author:Yamasaki C
Characterizing the existing and potential structural space of proteins by large-scale multiple loop permutations.,/pubmed/21376059,"Dai L, Zhou Y.",J Mol Biol. 2011 May 6;408(3):585-95. doi: 10.1016/j.jmb.2011.02.056. Epub 2011 Mar 2.,J Mol Biol.  2011,PubMed,citation,PMID:21376059 | PMCID:PMC3075335,pubmed,21376059,create date:2011/03/08 | first author:Dai L
Empowering spot detection in 2DE images by wavelet denoising.,/pubmed/19795570,"Soggiu A, Marullo O, Roncada P, Capobianco E.",In Silico Biol. 2009;9(3):125-33.,In Silico Biol.  2009,PubMed,citation,PMID:19795570,pubmed,19795570,create date:2009/10/03 | first author:Soggiu A
The EMBL nucleotide sequence database.,/pubmed/11125039,"Stoesser G, Baker W, van den Broek A, Camon E, Garcia-Pastor M, Kanz C, Kulikova T, Lombard V, Lopez R, Parkinson H, Redaschi N, Sterk P, Stoehr P, Tuli MA.",Nucleic Acids Res. 2001 Jan 1;29(1):17-21.,Nucleic Acids Res.  2001,PubMed,citation,PMID:11125039 | PMCID:PMC29766,pubmed,11125039,create date:2000/01/11 | first author:Stoesser G
Public proteomic MS repositories and pipelines: available tools and biological applications.,/pubmed/17654461,"Mead JA, Shadforth IP, Bessant C.",Proteomics. 2007 Aug;7(16):2769-86. Review.,Proteomics.  2007,PubMed,citation,PMID:17654461,pubmed,17654461,create date:2007/07/27 | first author:Mead JA
BEReX: Biomedical Entity-Relationship eXplorer.,/pubmed/24149052,"Jeon M, Lee S, Lee K, Tan AC, Kang J.",Bioinformatics. 2014 Jan 1;30(1):135-6. doi: 10.1093/bioinformatics/btt598. Epub 2013 Oct 21.,Bioinformatics.  2014,PubMed,citation,PMID:24149052,pubmed,24149052,create date:2013/10/24 | first author:Jeon M
Exon Array Analyzer: a web interface for Affymetrix exon array analysis.,/pubmed/19808879,"Gellert P, Uchida S, Braun T.",Bioinformatics. 2009 Dec 15;25(24):3323-4. doi: 10.1093/bioinformatics/btp577. Epub 2009 Oct 6.,Bioinformatics.  2009,PubMed,citation,PMID:19808879,pubmed,19808879,create date:2009/10/08 | first author:Gellert P
Correlating multiple SNPs and multiple disease phenotypes: penalized non-linear canonical correlation analysis.,/pubmed/19689958,"Waaijenborg S, Zwinderman AH.",Bioinformatics. 2009 Nov 1;25(21):2764-71. doi: 10.1093/bioinformatics/btp491. Epub 2009 Aug 17.,Bioinformatics.  2009,PubMed,citation,PMID:19689958,pubmed,19689958,create date:2009/08/20 | first author:Waaijenborg S
Sample preparation and bioinformatics in MALDI profiling of urinary proteins.,/pubmed/17537688,"Zerefos P, Prados J, Kossida S, Kalousis A, Vlahou A.",J Chromatogr B Analyt Technol Biomed Life Sci. 2007 Jun 15;853(1-2):20-30. Epub 2007 Apr 19.,J Chromatogr B Analyt Technol Biomed Life Sci.  2007,PubMed,citation,PMID:17537688,pubmed,17537688,create date:2007/06/01 | first author:Zerefos P
Plant secretome: unlocking secrets of the secreted proteins.,/pubmed/19953550,"Agrawal GK, Jwa NS, Lebrun MH, Job D, Rakwal R.",Proteomics. 2010 Feb;10(4):799-827. doi: 10.1002/pmic.200900514. Review.,Proteomics.  2010,PubMed,citation,PMID:19953550,pubmed,19953550,create date:2009/12/03 | first author:Agrawal GK
Inference and analysis of haplotypes from combined genotyping studies deposited in dbSNP.,/pubmed/16251470,"Zaitlen NA, Kang HM, Feolo ML, Sherry ST, Halperin E, Eskin E.",Genome Res. 2005 Nov;15(11):1594-600.,Genome Res.  2005,PubMed,citation,PMID:16251470 | PMCID:PMC1310648,pubmed,16251470,create date:2005/10/28 | first author:Zaitlen NA
pknotsRG: RNA pseudoknot folding including near-optimal structures and sliding windows.,/pubmed/17478505,"Reeder J, Steffen P, Giegerich R.",Nucleic Acids Res. 2007 Jul;35(Web Server issue):W320-4. Epub 2007 May 3.,Nucleic Acids Res.  2007,PubMed,citation,PMID:17478505 | PMCID:PMC1933184,pubmed,17478505,create date:2007/05/05 | first author:Reeder J
"Is that a scientific publication or an advertisement? Reproducibility, source code and data in the computational chemistry literature.",/pubmed/23088269,"Landrum GA, Stiefl N.",Future Med Chem. 2012 Oct;4(15):1885-7. doi: 10.4155/fmc.12.160. No abstract available. ,Future Med Chem.  2012,PubMed,citation,PMID:23088269,pubmed,23088269,create date:2012/10/24 | first author:Landrum GA
Computational genomics: the medicine of the future?,/pubmed/10577324,Dutton G.,Ann Intern Med. 1999 Nov 16;131(10):801-4. No abstract available. ,Ann Intern Med.  1999,PubMed,citation,PMID:10577324,pubmed,10577324,create date:1999/11/30 | first author:Dutton G
Eoulsan: a cloud computing-based framework facilitating high throughput sequencing analyses.,/pubmed/22492314,"Jourdren L, Bernard M, Dillies MA, Le Crom S.",Bioinformatics. 2012 Jun 1;28(11):1542-3. doi: 10.1093/bioinformatics/bts165. Epub 2012 Apr 5.,Bioinformatics.  2012,PubMed,citation,PMID:22492314,pubmed,22492314,create date:2012/04/12 | first author:Jourdren L
Multiperm: shuffling multiple sequence alignments while approximately preserving dinucleotide frequencies.,/pubmed/19136551,"Anandam P, Torarinsson E, Ruzzo WL.",Bioinformatics. 2009 Mar 1;25(5):668-9. doi: 10.1093/bioinformatics/btp006. Epub 2009 Jan 9.,Bioinformatics.  2009,PubMed,citation,PMID:19136551,pubmed,19136551,create date:2009/01/13 | first author:Anandam P
Building chromosome-wide LD maps.,/pubmed/16782726,"Abad-Grau MM, Montes R, Sebastiani P.",Bioinformatics. 2006 Aug 15;22(16):1933-4. Epub 2006 Jun 16.,Bioinformatics.  2006,PubMed,citation,PMID:16782726 | PMCID:PMC2893229,pubmed,16782726,create date:2006/06/20 | first author:Abad-Grau MM
Protein identification using 2D-LC-MS/MS.,/pubmed/15722221,"Delahunty C, Yates JR 3rd.",Methods. 2005 Mar;35(3):248-55. Epub 2005 Jan 12.,Methods.  2005,PubMed,citation,PMID:15722221,pubmed,15722221,create date:2005/02/22 | first author:Delahunty C
Target selection for structural genomics: an overview.,/pubmed/18542854,"Marsden RL, Orengo CA.",Methods Mol Biol. 2008;426:3-25. doi: 10.1007/978-1-60327-058-8_1. Review.,Methods Mol Biol.  2008,PubMed,citation,PMID:18542854,pubmed,18542854,create date:2008/06/11 | first author:Marsden RL
Mixture models and exploratory analysis in networks.,/pubmed/17525150,"Newman ME, Leicht EA.",Proc Natl Acad Sci U S A. 2007 Jun 5;104(23):9564-9. Epub 2007 May 24.,Proc Natl Acad Sci U S A.  2007,PubMed,citation,PMID:17525150 | PMCID:PMC1887592,pubmed,17525150,create date:2007/05/26 | first author:Newman ME
EUCLID: automatic classification of proteins in functional classes by their database annotations.,/pubmed/9694995,"Tamames J, Ouzounis C, Casari G, Sander C, Valencia A.",Bioinformatics. 1998;14(6):542-3.,Bioinformatics.  1998,PubMed,citation,PMID:9694995,pubmed,9694995,create date:1998/08/08 | first author:Tamames J
Proposed methods for testing and selecting the ERCC external RNA controls.,/pubmed/16266432,External RNA Controls Consortium..,BMC Genomics. 2005 Nov 2;6:150.,BMC Genomics.  2005,PubMed,citation,PMID:16266432 | PMCID:PMC1325234,pubmed,16266432,create date:2005/11/04 | first author:External RNA Controls Consortium.
Signaling networks and mathematics.,/pubmed/18957689,Yaffe MB.,Sci Signal. 2008 Oct 28;1(43):eg7. doi: 10.1126/scisignal.143eg7. No abstract available. ,Sci Signal.  2008,PubMed,citation,PMID:18957689,pubmed,18957689,create date:2008/10/30 | first author:Yaffe MB
Neuroinformatics as a megascience issue.,/pubmed/10719488,"Beltrame F, Koslow SH.",IEEE Trans Inf Technol Biomed. 1999 Sep;3(3):239-40. No abstract available. ,IEEE Trans Inf Technol Biomed.  1999,PubMed,citation,PMID:10719488,pubmed,10719488,create date:2000/03/17 | first author:Beltrame F
Special Issue In honour of Odo Diekmann on the occasion of his 65th birthday.,/pubmed/24006519,[No authors listed],J Math Biol. 2013 Mar;66(4-5):631-1122. No abstract available. ,J Math Biol.  2013,PubMed,citation,PMID:24006519,pubmed,24006519,create date:2013/09/06
"CAERUS: predicting CAncER oUtcomeS using relationship between protein structural information, protein networks, gene expression data, and mutation data.",/pubmed/21483478,"Zhang KX, Ouellette BF.",PLoS Comput Biol. 2011 Mar;7(3):e1001114. doi: 10.1371/journal.pcbi.1001114. Epub 2011 Mar 31.,PLoS Comput Biol.  2011,PubMed,citation,PMID:21483478 | PMCID:PMC3068924,pubmed,21483478,create date:2011/04/13 | first author:Zhang KX
